vote_count,release_year,release_month,sentiment_score,Comedy,Horror,Action,SciFi,Fantasy,Other
943.0,1993.0,12.0,0.5,0,0,0,0,0,1
163.0,1995.0,8.0,0.16,0,0,1,0,0,0
340.0,1995.0,4.0,0.18,1,0,0,0,0,0
39.0,1994.0,11.0,0.0,0,0,0,0,0,1
2.0,1994.0,9.0,0.37,1,0,0,0,0,0
104.0,1994.0,9.0,0.10952380952380955,1,0,0,0,0,0
23.0,1995.0,8.0,0.5,1,0,0,0,0,0
1684.0,1994.0,2.0,-0.25,1,0,0,0,0,0
174.0,1994.0,5.0,-0.09111111111111111,1,0,0,0,0,0
37.0,1994.0,4.0,0.16666666666666666,0,0,0,0,0,1
115.0,1992.0,9.0,0.3111111111111111,0,0,0,0,0,1
130.0,1994.0,10.0,0.13057851239669424,1,0,0,0,0,0
390.0,1994.0,8.0,-0.5,0,0,1,0,0,0
287.0,1994.0,7.0,0.3333333333333333,0,0,0,0,0,1
83.0,1994.0,8.0,0.0778409090909091,1,0,0,0,0,0
31.0,1994.0,5.0,0.16666666666666666,1,0,0,0,0,0
980.0,1994.0,5.0,-0.12000000000000002,0,0,1,0,0,0
29.0,1994.0,12.0,0.36,0,0,0,0,0,1
559.0,1994.0,5.0,0.030606060606060616,1,0,0,0,0,0
8147.0,1994.0,7.0,0.30892857142857144,1,0,0,0,0,0
654.0,1994.0,3.0,0.05714285714285714,1,0,0,0,0,0
49.0,1995.0,1.0,0.2816666666666666,0,0,0,0,0,1
4.0,1994.0,10.0,0.06666666666666665,1,0,0,0,0,0
41.0,1994.0,6.0,0.2833333333333333,1,0,0,0,0,0
154.0,1994.0,7.0,0.16994949494949496,1,0,0,0,0,0
107.0,1994.0,12.0,0.09999999999999998,0,0,0,0,0,1
5.0,1993.0,9.0,0.19696969696969696,0,0,0,0,0,1
5520.0,1994.0,6.0,0.1,0,0,0,0,0,1
76.0,1993.0,12.0,-0.1875,0,0,0,0,0,1
297.0,1994.0,10.0,0.06818181818181818,0,1,0,0,0,0
2550.0,1994.0,7.0,0.033333333333333326,1,0,0,0,0,0
490.0,1994.0,5.0,0.02124999999999999,1,0,0,0,0,0
20.0,1994.0,9.0,-0.2,0,0,0,0,0,1
535.0,1994.0,3.0,-0.04999999999999999,1,0,0,0,0,0
40.0,1994.0,3.0,0.01727272727272727,1,0,0,0,0,0
180.0,1994.0,2.0,-0.010416666666666685,0,0,0,0,0,1
71.0,1993.0,7.0,-0.24166666666666667,0,0,0,0,0,1
426.0,1994.0,12.0,0.3333333333333333,1,0,0,0,0,0
7.0,1994.0,12.0,0.0,0,0,0,0,0,1
214.0,1994.0,9.0,-0.8,0,0,1,0,0,0
1814.0,1994.0,6.0,-0.03749999999999998,0,0,1,0,0,0
24.0,1994.0,12.0,0.22000000000000003,1,0,0,0,0,0
288.0,1994.0,9.0,-0.25,0,0,1,0,0,0
1138.0,1994.0,7.0,-0.35000000000000003,0,0,1,0,0,0
71.0,1994.0,4.0,-0.30000000000000004,0,0,0,0,0,1
221.0,1994.0,6.0,0.0,0,0,0,0,1,0
203.0,1994.0,6.0,0.375,0,0,1,0,0,0
12.0,1995.0,1.0,0.2,0,0,1,0,0,0
2.0,1994.0,12.0,0.035786435786435776,1,0,0,0,0,0
22.0,1994.0,9.0,0.0,1,0,0,0,0,0
31.0,1994.0,11.0,0.01666666666666666,1,0,0,0,0,0
1.0,1994.0,9.0,0.07256410256410256,0,0,0,0,0,1
9.0,1994.0,1.0,0.0625,0,0,0,0,0,1
59.0,1965.0,8.0,0.1125,0,0,1,0,0,0
9.0,1994.0,9.0,0.39999999999999997,0,0,0,0,0,1
8.0,1993.0,12.0,0.08333333333333333,0,0,0,1,0,0
330.0,1994.0,12.0,-0.041666666666666664,0,0,1,0,0,0
13.0,1995.0,9.0,0.29545454545454547,1,0,0,0,0,0
0.0,1997.0,12.0,0.7,0,0,0,0,0,1
6.0,1995.0,5.0,-0.08125,0,0,1,0,0,0
7.0,1995.0,1.0,0.0,0,1,0,0,0,0
4.0,1995.0,10.0,0.3684981684981686,0,0,0,0,0,1
1.0,1995.0,10.0,0.25,0,0,0,0,0,1
0.0,1995.0,5.0,0.025,0,0,0,0,0,1
1.0,1995.0,11.0,0.0,0,0,1,0,0,0
0.0,1996.0,5.0,0.125,1,0,0,0,0,0
1.0,1995.0,5.0,0.1408333333333333,0,0,0,0,0,1
1.0,1995.0,3.0,0.13636363636363635,0,0,0,0,0,1
110.0,1994.0,11.0,-0.225,0,0,1,0,0,0
2.0,1995.0,2.0,0.19999999999999998,0,0,0,0,0,1
307.0,1994.0,12.0,-0.246875,0,1,0,0,0,0
22.0,1994.0,2.0,0.0,0,0,0,0,0,1
40.0,1994.0,3.0,-0.01133333333333334,0,0,0,0,0,1
537.0,1993.0,11.0,-0.19898989898989897,1,0,0,0,0,0
4.0,1994.0,4.0,0.13636363636363635,1,0,0,0,0,0
172.0,1993.0,9.0,0.2240909090909091,0,0,0,0,0,1
222.0,1994.0,8.0,-0.07142857142857142,1,0,0,0,0,0
42.0,1994.0,1.0,0.1277777777777778,1,0,0,0,0,0
58.0,1993.0,7.0,0.5,1,0,0,0,0,0
61.0,1994.0,4.0,0.07619047619047618,1,0,0,0,0,0
20.0,1994.0,7.0,-0.05500000000000001,1,0,0,0,0,0
15.0,1994.0,5.0,0.0,1,0,0,0,0,0
86.0,1993.0,10.0,0.024393939393939395,1,0,0,0,0,0
445.0,1994.0,5.0,0.0,1,0,0,0,0,0
68.0,1994.0,7.0,0.21666666666666667,0,0,1,0,0,0
45.0,1994.0,1.0,0.06753246753246754,0,0,0,0,0,1
126.0,1994.0,7.0,-0.1,0,0,1,0,0,0
41.0,1994.0,2.0,-0.1272727272727273,0,0,0,0,0,1
28.0,1994.0,9.0,-0.1682178932178932,0,0,0,0,0,1
102.0,1993.0,6.0,-0.33636363636363636,0,1,0,0,0,0
59.0,1993.0,6.0,-0.09392857142857142,0,0,0,0,0,1
447.0,1993.0,9.0,0.19666666666666666,0,0,0,0,0,1
28.0,1994.0,1.0,-0.6999999999999998,1,0,0,0,0,0
